source,classification,ID,Species,Culture collection number,Isolation source,Country,Continent,Category 1,Category 2,Category 3
bacdive,Eggerthellaceae,155751,,,,,,#Host,#Human,#Male
bacdive,Eggerthellaceae,155771,Eggerthella lenta,CCUG 59263,"Human blood,66-yr-old patient",Sweden,Europe,#Infection,#Patient,
bacdive,Eggerthellaceae,155771,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Eggerthellaceae,155771,,,,,,#Host,#Human,
bacdive,Eggerthellaceae,155822,Eggerthella lenta,CCUG 59395,"Human blood,79-yr-old patient",Sweden,Europe,#Infection,#Patient,
bacdive,Eggerthellaceae,155822,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Eggerthellaceae,155822,,,,,,#Host,#Human,
bacdive,Eggerthellaceae,156177,Eggerthella lenta,CCUG 60629,"Human blood,70-yr-old man,fever",Sweden,Europe,#Infection,#Patient,
bacdive,Eggerthellaceae,156177,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Eggerthellaceae,156177,,,,,,#Host,#Human,#Male
bacdive,Eggerthellaceae,156247,Eggerthella lenta,CCUG 60856,"Human blood,63-yr-old man",Sweden,Europe,#Infection,#Patient,
bacdive,Eggerthellaceae,156247,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Eggerthellaceae,156247,,,,,,#Host,#Human,#Male
bacdive,Eggerthellaceae,156248,Eggerthella lenta,CCUG 60857,"Human blood,80-yr-old woman",Sweden,Europe,#Infection,#Patient,
bacdive,Eggerthellaceae,156248,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Eggerthellaceae,156248,,,,,,#Host,#Human,#Female
bacdive,Eggerthellaceae,156407,Eggerthella lenta,CCUG 61595,"Human blood,75-yr-old man,necrotic wound,foot",Sweden,Europe,#Infection,#Patient,
bacdive,Eggerthellaceae,156407,,,,,,#Host Body-Site,#Limb,#Foot
bacdive,Eggerthellaceae,156407,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Eggerthellaceae,156407,,,,,,#Host,#Human,#Male
bacdive,Eggerthellaceae,156486,Eggerthella lenta,CCUG 62015,"Human blood,83-yr-old woman",Sweden,Europe,#Infection,#Patient,
bacdive,Eggerthellaceae,156486,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Eggerthellaceae,156486,,,,,,#Host,#Human,#Female
bacdive,Eggerthellaceae,158962,Eggerthella lenta,DSM 110904,"Colon Biopsy (Terminal Ileum), human",Canada,North America,#Host Body-Site,#Gastrointestinal tract,#Large intestine
bacdive,Eggerthellaceae,158962,,,,,,#Infection,#Patient,#Biopsy
bacdive,Eggerthellaceae,158963,Eggerthella lenta,DSM 110905,feces,USA,North America,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Eggerthellaceae,158964,Eggerthella lenta,DSM 110906,Colon Biopsy (Terminal Ileum),Canada,North America,#Host Body-Site,#Gastrointestinal tract,#Large intestine
bacdive,Eggerthellaceae,158964,,,,,,#Infection,#Patient,#Biopsy
bacdive,Eggerthellaceae,158965,Eggerthella lenta,DSM 110907,"feces, human",USA,North America,#Host,#Human,
bacdive,Eggerthellaceae,158965,,,,,,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Eggerthellaceae,158966,Eggerthella lenta,DSM 110908,"feces, human",USA,North America,#Host,#Human,
bacdive,Eggerthellaceae,158966,,,,,,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Eggerthellaceae,158967,Eggerthella lenta,DSM 110909,"human, feces",USA,North America,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Eggerthellaceae,158967,,,,,,#Host,#Human,
bacdive,Eggerthellaceae,158968,Eggerthella lenta,DSM 110910,"feces, human",Canada,North America,#Host,#Human,
bacdive,Eggerthellaceae,158968,,,,,,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Eggerthellaceae,158969,Eggerthella lenta,DSM 110911,"feces, human",USA,North America,#Host,#Human,
bacdive,Eggerthellaceae,158969,,,,,,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Eggerthellaceae,158970,Eggerthella lenta,DSM 110912,"feces, human",Canada,North America,#Host,#Human,
bacdive,Eggerthellaceae,158970,,,,,,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Eggerthellaceae,158971,Eggerthella lenta,DSM 110913,"feces, human",Canada,North America,#Host,#Human,
bacdive,Eggerthellaceae,158971,,,,,,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Eggerthellaceae,158972,Eggerthella lenta,DSM 110914,"feces, human",Canada,North America,#Host,#Human,
bacdive,Eggerthellaceae,158972,,,,,,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Eggerthellaceae,158973,Eggerthella lenta,DSM 110915,"Colon Biopsy (Acsending), human",Canada,North America,#Host,#Human,
bacdive,Eggerthellaceae,158973,,,,,,#Host Body-Site,#Gastrointestinal tract,#Large intestine
bacdive,Eggerthellaceae,158973,,,,,,#Infection,#Patient,#Biopsy
bacdive,Eggerthellaceae,158974,Eggerthella lenta,DSM 110916,Colon Biopsy (Sigmoid Colon),Canada,North America,#Host Body-Site,#Gastrointestinal tract,#Large intestine
bacdive,Eggerthellaceae,158974,,,,,,#Infection,#Patient,#Biopsy
bacdive,Eggerthellaceae,158975,Eggerthella lenta,DSM 110917,Colon Biopsy (Sigmoid Colon),Canada,North America,#Host Body-Site,#Gastrointestinal tract,#Large intestine
bacdive,Eggerthellaceae,158975,,,,,,#Infection,#Patient,#Biopsy
bacdive,Eggerthellaceae,158976,Eggerthella lenta,DSM 110918,"feces, human",Russia,Europe,#Host,#Human,
bacdive,Eggerthellaceae,158976,,,,,,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Eggerthellaceae,158977,Eggerthella lenta,DSM 110919,Mesenteric adipose,USA,North America,#Host Body-Site,#Gastrointestinal tract,
bacdive,Eggerthellaceae,158978,Eggerthella lenta,DSM 110920,Mesenteric adipose,USA,North America,#Host Body-Site,#Gastrointestinal tract,
bacdive,Eggerthellaceae,158979,Eggerthella lenta,DSM 110921,"feces, human",USA,North America,#Host,#Human,
bacdive,Eggerthellaceae,158979,,,,,,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Eggerthellaceae,158980,Eggerthella lenta,DSM 110922,Colon Tissue,Canada,North America,#Host Body-Site,#Gastrointestinal tract,#Large intestine
bacdive,Eggerthellaceae,158981,Eggerthella lenta,DSM 110923,"feces, human",Canada,North America,#Host,#Human,
bacdive,Eggerthellaceae,158981,,,,,,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Eggerthellaceae,158982,Eggerthella lenta,DSM 110928,"feces, human",Canada,North America,#Host,#Human,
bacdive,Eggerthellaceae,158982,,,,,,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Eggerthellaceae,3056,Eggerthella sinensis,"CCUG 55421, JCM 14551, DSM 16107, LMG 22123","Blood cultures###Human blood,patient with acute proctitis###blood",Hong Kong,Asia,#Infection,#Patient,
bacdive,Eggerthellaceae,3056,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Eggerthellaceae,3057,Eggerthella sp.,"DSM 11767, Muc MuC3, Muc 3",human faeces,United Kingdom,Europe,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Eggerthellaceae,3057,,,,,,#Host,#Human,
bacdive,Eggerthellaceae,3058,Eggerthella sp.,DSM 11863,human faeces,United Kingdom,Europe,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Eggerthellaceae,3058,,,,,,#Host,#Human,
bacdive,Eggerthellaceae,157187,Eggerthella timonensis,"CSUR P3135, CCUG 70327",Human stool sample,Congo,Africa,#Infection,#Patient,
bacdive,Eggerthellaceae,157187,,,,,,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Eggerthellaceae,157187,,,,,,#Host,#Human,
bacdive,Eggerthellaceae,158404,Ellagibacter isourolithinifaciens,"DSM 104140, CCUG 70284, CEBAS 4A",human faeces of a healthy male volunteer (aged 41)###Human faeces from healthy volunteer,Spain,Europe,#Host,#Human,#Male
bacdive,Eggerthellaceae,158404,,,,,,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Eggerthellaceae,158401,Enteroscipio rubneri,"DSM 105130, JCM 32273","Fecal sample of a 30-year old, human, male, moderately obese volunteer###faecal sample of a 30 years old human, male, moderately obese (BMI 33.2 kg/m2)###feacal sample, human",Germany,Europe,#Host,#Human,#Male
bacdive,Eggerthellaceae,158401,,,,,,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Eggerthellaceae,3075,Gordonibacter pamelaeae,"DSM 19378, CCUG 55131, KCTC 15161, JCM 16334","From patient with active Crohnâ€™s disease, colon###Sigmoid region of the colon of a patient suffering from active Crohn's disease###Human intestinal biopsy,inflammatory bowel disease###patient with active Crohn’s disease, colon, sigmoid region",Germany,Europe,#Host Body-Site,#Gastrointestinal tract,
bacdive,Eggerthellaceae,3075,,,,,,#Infection,#Patient,
bacdive,Eggerthellaceae,3075,,,,,,#Infection,#Inflammation,
bacdive,Eggerthellaceae,159554,Gordonibacter pamelaeae,DSM 110924,"feces, human",USA,North America,#Host,#Human,
bacdive,Eggerthellaceae,159554,,,,,,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Eggerthellaceae,159695,Gordonibacter sp.,DSM 110925,"feces, human",USA,North America,#Host,#Human,
bacdive,Eggerthellaceae,159695,,,,,,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Eggerthellaceae,24792,Gordonibacter urolithinfaciens,"DSM 27213, CCUG 64261, KCTC 15440, CEBAS 1/15P, CEBAS 1/15",From human feces of a healthy volunteer###Human feces###human faeces of a healthy volunteer,Spain,Europe,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Eggerthellaceae,24792,,,,,,#Host,#Human,
bacdive,Eggerthellaceae,3074,Paraeggerthella hongkongensis,"DSM 16106, CCUG 49250, JCM 14552, LMG 22124","Blood cultures###Human blood,patient with perianal abscess###blood from a patient with perianal abscess",China,Asia,#Host Body Product,#Fluids,#Blood
bacdive,Eggerthellaceae,3074,,,,,,#Host Body-Site,#Other,#Abscess
bacdive,Eggerthellaceae,3074,,,,,,#Host Body-Site,#Gastrointestinal tract,#Rectum
bacdive,Eggerthellaceae,3074,,,,,,#Infection,#Patient,
bacdive,Eggerthellaceae,159452,Paraeggerthella hongkongensis,DSM 110927,Rectal Tissue,Canada,North America,#Host Body-Site,#Gastrointestinal tract,#Rectum
bacdive,Eggerthellaceae,158400,Rubneribacter badeniensis,"DSM 105129, JCM 32272","Fecal sample of a 30-year old, human, male, moderately obese volunteer###faecal sample of 30 year old, human, male, moderately obese (BMI 33.2 kg/m2)###faecal sample, 30-years-old male",Germany,Europe,#Host,#Human,#Male
bacdive,Eggerthellaceae,158400,,,,,,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Eggerthellaceae,3067,Slackia equolifaciens,"DSM 24851, CCUG 58231, JCM 16059",Human feces###faeces of a healthy human female,Japan,Asia,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Eggerthellaceae,3067,,,,,,#Host,#Human,#Female
bacdive,Eggerthellaceae,3064,Slackia exigua,"DSM 15923, ATCC 700122, JCM 11022, KCTC 5966, CCUG 44588, CIP 105133, NCTC 12994",From human necrotic pulp###Human oral lesion###Human necrotic pulp of tooth###human necrotic pulp,Japan,Asia,#Host Body-Site,#Oral cavity and airways,#Tooth
bacdive,Eggerthellaceae,3064,,,,,,#Host,#Human,
bacdive,Eggerthellaceae,3064,,,,,,#Infection,#Inflammation,
bacdive,Eggerthellaceae,148973,Slackia exigua,CCUG 36663,Human oral abscess,Sweden,Europe,#Host Body-Site,#Oral cavity and airways,#Mouth
bacdive,Eggerthellaceae,148973,,,,,,#Infection,#Patient,
bacdive,Eggerthellaceae,148973,,,,,,#Host Body-Site,#Other,#Abscess
bacdive,Eggerthellaceae,148973,,,,,,#Host,#Human,
bacdive,Eggerthellaceae,150195,Slackia exigua,CCUG 39259,"Human blood,osteomyelitis,sacrum",Sweden,Europe,#Infection,#Patient,
bacdive,Eggerthellaceae,150195,,,,,,#Infection,#Inflammation,
bacdive,Eggerthellaceae,150195,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Eggerthellaceae,150195,,,,,,#Host,#Human,
bacdive,Eggerthellaceae,155074,Slackia exigua,CCUG 56394,"Human fistula,30-yr-old patient",Sweden,Europe,#Infection,#Patient,
bacdive,Eggerthellaceae,155074,,,,,,#Host Body-Site,#Other,#Abscess
bacdive,Eggerthellaceae,155074,,,,,,#Host,#Human,
bacdive,Eggerthellaceae,155076,Slackia exigua,CCUG 56395 B,"Human fistula,30-yr-old patient",Sweden,Europe,#Infection,#Patient,
bacdive,Eggerthellaceae,155076,,,,,,#Host Body-Site,#Other,#Abscess
bacdive,Eggerthellaceae,155076,,,,,,#Host,#Human,
bacdive,Eggerthellaceae,156663,Slackia exigua,CCUG 63980,"Human blood,32-yr-old female",Sweden,Europe,#Infection,#Patient,
bacdive,Eggerthellaceae,156663,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Eggerthellaceae,156663,,,,,,#Host,#Human,#Female
bacdive,Eggerthellaceae,3065,Slackia faecicanis,"DSM 17537, CCUG 48399, CIP 108281, JCM 14555","Canine feces###Canine feces,healthy male Labrador dog###faeces, dog",United Kingdom,Europe,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Eggerthellaceae,3065,,,,,,#Host,#Mammals,#Canidae (Dog)
bacdive,Eggerthellaceae,3063,Slackia heliotrinireducens,"DSM 20476, ATCC 29202, NCTC 11029, JCM 14554, CCUG 47954, CIP 108017",Rumen contents of sheep###sheep rumen,,,#Host Body-Site,#Organ,#Rumen
bacdive,Eggerthellaceae,3063,,,,,,#Host,#Mammals,#Caprinae (Sheep/Goat)
bacdive,Eggerthellaceae,3066,Slackia isoflavoniconvertens,"DSM 22006, CCUG 57679, KCTC 15165, JCM 16137","From faeces of a healthy human###Human feces###Human feces,healthy person###faeces of a healthy human",Germany,Europe,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Eggerthellaceae,3066,,,,,,#Host,#Human,
bacdive,Eggerthellaceae,3068,Slackia piriformis,"DSM 22477, JCM 16070, YIT 12062, KCTC 15189",Human feces###human faeces (healthy Japanese adult),Japan,Asia,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Eggerthellaceae,3068,,,,,,#Host,#Human,
bacdive,Neisseria,157128,Neisseria abscessus,"CCUG 69613, CECT 9178","Sheep,mandibular abscess",Spain,Europe,#Host Body-Site,#Other,#Abscess
bacdive,Neisseria,157128,,,,,,#Host Body-Site,#Oral cavity and airways,#Mouth
bacdive,Neisseria,157128,,,,,,#Host,#Mammals,"#Bovinae (Cow, Cattle)"
bacdive,Neisseria,10487,Neisseria animalis,"DSM 23392, ATCC 49930, CCUG 808, CIP 72.15, NCTC 10212, CCUG 26879, ATCC 19573",guinea-pig,,,#Host,#Mammals,#Rodentia (Other)
bacdive,Neisseria,144932,Neisseria animalis,CCUG 27176,,,,#Host,#Fishes,
bacdive,Neisseria,144933,Neisseria animalis,CCUG 27177,,,,#Host,#Fishes,
bacdive,Neisseria,10493,Neisseria animaloris,"DSM 21642, ATCC 29858, CDC D8251, LMG 23011, NCTC 12228",thumb wound,USA,North America,#Host Body-Site,#Limb,#Hand
bacdive,Neisseria,10493,,,,,,#Host Body-Site,#Other,#Wound
bacdive,Neisseria,147014,Neisseria animaloris,CCUG 32649,"Human wound,75-yr-old man,dog bite",Sweden,Europe,#Infection,#Patient,
bacdive,Neisseria,147014,,,,,,#Host Body-Site,#Other,#Wound
bacdive,Neisseria,147014,,,,,,#Host,#Mammals,#Canidae (Dog)
bacdive,Neisseria,147014,,,,,,#Host,#Human,#Male
bacdive,Neisseria,148202,Neisseria animaloris,CCUG 35030,"Human wound,toe,chronic,osteitis,40-yr-old woman",Sweden,Europe,#Infection,#Patient,
bacdive,Neisseria,148202,,,,,,#Host Body-Site,#Limb,#Foot
bacdive,Neisseria,148202,,,,,,#Host Body-Site,#Other,#Wound
bacdive,Neisseria,148202,,,,,,#Host,#Human,#Female
bacdive,Neisseria,148568,Neisseria animaloris,CCUG 35648,"Human wound,40-yr-old man,dog bite",Sweden,Europe,#Infection,#Patient,
bacdive,Neisseria,148568,,,,,,#Host Body-Site,#Other,#Wound
bacdive,Neisseria,148568,,,,,,#Host,#Mammals,#Canidae (Dog)
bacdive,Neisseria,148568,,,,,,#Host,#Human,#Male
bacdive,Neisseria,151732,Neisseria animaloris,CCUG 44752,"Human bone marrow,58-yr-old man,foot-joint",Sweden,Europe,#Infection,#Patient,
bacdive,Neisseria,151732,,,,,,#Host Body-Site,#Limb,#Joint
bacdive,Neisseria,151732,,,,,,#Host Body-Site,#Other,#Bone
bacdive,Neisseria,151732,,,,,,#Host,#Human,#Male
bacdive,Neisseria,154122,Neisseria animaloris,CCUG 52440,"Human leg,17-yr-old female,dog bite",Sweden,Europe,#Host,#Human,#Child
bacdive,Neisseria,154122,,,,,,#Infection,#Patient,
bacdive,Neisseria,154122,,,,,,#Host Body-Site,#Limb,#Leg
bacdive,Neisseria,154122,,,,,,#Host Body-Site,#Other,#Wound
bacdive,Neisseria,154122,,,,,,#Host,#Human,#Female
bacdive,Neisseria,154325,Neisseria animaloris,CCUG 53090,"Dog,surgical wound breakdown",Ireland,Europe,#Host Body-Site,#Other,#Wound
bacdive,Neisseria,154325,,,,,,#Host,#Mammals,#Canidae (Dog)
bacdive,Neisseria,154815,Neisseria animaloris,CCUG 55330,"Human wound,58-yr-old man,infected tumour-wound",Sweden,Europe,#Infection,#Patient,
bacdive,Neisseria,154815,,,,,,#Host Body-Site,#Other,#Wound
bacdive,Neisseria,154815,,,,,,#Host,#Human,#Male
bacdive,Neisseria,154987,Neisseria animaloris,CCUG 55968,"Human foot,50-yr-old woman,dog bite",Sweden,Europe,#Infection,#Patient,
bacdive,Neisseria,154987,,,,,,#Host Body-Site,#Limb,#Foot
bacdive,Neisseria,154987,,,,,,#Host Body-Site,#Other,#Wound
bacdive,Neisseria,154987,,,,,,#Host,#Human,#Female
bacdive,Neisseria,155364,Neisseria animaloris,CCUG 57468,"Human wound,dogbite 41 year-old male",Sweden,Europe,#Infection,#Patient,
bacdive,Neisseria,155364,,,,,,#Host Body-Site,#Other,#Wound
bacdive,Neisseria,155364,,,,,,#Host,#Mammals,#Canidae (Dog)
bacdive,Neisseria,155364,,,,,,#Host,#Human,#Male
bacdive,Neisseria,155378,Neisseria animaloris,CCUG 57534,"Human wound,hand,69-yr-old man,bite",Sweden,Europe,#Infection,#Patient,
bacdive,Neisseria,155378,,,,,,#Host Body-Site,#Limb,#Hand
bacdive,Neisseria,155378,,,,,,#Host Body-Site,#Other,#Wound
bacdive,Neisseria,155378,,,,,,#Host,#Human,#Male
bacdive,Neisseria,156501,Neisseria animaloris,CCUG 62202,"Human wound,dogbite,31-yr-old male",Sweden,Europe,#Infection,#Patient,
bacdive,Neisseria,156501,,,,,,#Host Body-Site,#Other,#Wound
bacdive,Neisseria,156501,,,,,,#Host,#Mammals,#Canidae (Dog)
bacdive,Neisseria,156501,,,,,,#Host,#Human,#Male
bacdive,Neisseria,140279,Neisseria arctica,"DSM 103136, ATCC TSD-57",nonviable eggs of greater white-fronted geese <i>Anser albifrons</i>,USA,North America,#Host Body Product,#Urogenital tract,#Egg
bacdive,Neisseria,140279,,,,,,#Host,#Birds,
bacdive,Neisseria,10492,Neisseria bacilliformis,"DSM 23338, ATCC BAA 1200, CCUG 50858, MDA 2833","Human wound,53-yr-old man,submandibular,carcinoma###submandibular wound of a 53-year-old man",USA,North America,#Host,#Human,#Male
bacdive,Neisseria,10492,,,,,,#Host Body-Site,#Other,#Wound
bacdive,Neisseria,10492,,,,,,#Host Body-Site,#Oral cavity and airways,
bacdive,Neisseria,10492,,,,,,#Infection,#Patient,
bacdive,Neisseria,150081,Neisseria bacilliformis,CCUG 38963,"Human ear,43-yr-old patient",Sweden,Europe,#Infection,#Patient,
bacdive,Neisseria,150081,,,,,,#Host Body-Site,#Organ,#Ear
bacdive,Neisseria,150081,,,,,,#Host,#Human,
bacdive,Neisseria,153675,Neisseria bacilliformis,CCUG 50611,"Human blood,83-yr-old man",Sweden,Europe,#Host Body Product,#Fluids,#Blood
bacdive,Neisseria,153675,,,,,,#Host,#Human,#Male
bacdive,Neisseria,153750,Neisseria bacilliformis,CCUG 50859,"Human sputum,66-yr-old woman,bronchitis,lymphoma",USA,North America,#Infection,#Patient,
bacdive,Neisseria,153750,,,,,,#Infection,#Inflammation,
bacdive,Neisseria,153750,,,,,,#Host Body Product,#Fluids,#Sputum
bacdive,Neisseria,153750,,,,,,#Host,#Human,#Female
bacdive,Neisseria,153751,Neisseria bacilliformis,CCUG 50860,"Human sputum,69-yr-old woman,bronchitis,lobectomy",USA,North America,#Infection,#Patient,
bacdive,Neisseria,153751,,,,,,#Infection,#Inflammation,
bacdive,Neisseria,153751,,,,,,#Host Body Product,#Fluids,#Sputum
bacdive,Neisseria,153751,,,,,,#Host,#Human,#Female
bacdive,Neisseria,153752,Neisseria bacilliformis,CCUG 50861,"Human lung abscess,62-yr-old male,lymphoma",USA,North America,#Infection,#Patient,
bacdive,Neisseria,153752,,,,,,#Host Body-Site,#Oral cavity and airways,#Lung
bacdive,Neisseria,153752,,,,,,#Host Body-Site,#Other,#Abscess
bacdive,Neisseria,153752,,,,,,#Host,#Human,
bacdive,Neisseria,10485,Neisseria canis,"DSM 18000, ATCC 14687, CCUG 2153, CIP 103347, LMG 8383, NCTC 10296, CCUG 56775","Dog oral mucosa###Dog,oral mucosa###oral mucosa of dog",Germany,Europe,#Host Body-Site,#Oral cavity and airways,
bacdive,Neisseria,10485,,,,,,#Host,#Mammals,#Canidae (Dog)
bacdive,Neisseria,10466,Neisseria cinerea,"DSM 4630, ATCC 14685, NCTC 10294",Nasopharynx,Germany,Europe,#Host Body-Site,#Oral cavity and airways,#Throat
bacdive,Neisseria,141732,Neisseria cinerea,CCUG 5746,"Human eye,baby",Sweden,Europe,#Infection,#Patient,
bacdive,Neisseria,141732,,,,,,#Host Body-Site,#Organ,#Eye
bacdive,Neisseria,141732,,,,,,#Host,#Human,#Child
bacdive,Neisseria,144598,Neisseria cinerea,CCUG 25879,"Human urine,kidney malfunction,fever",Sweden,Europe,#Infection,#Patient,
bacdive,Neisseria,144598,,,,,,#Infection,#Disease,
bacdive,Neisseria,144598,,,,,,#Host Body Product,#Fluids,#Urine
bacdive,Neisseria,144598,,,,,,#Host,#Human,
bacdive,Neisseria,144934,Neisseria cinerea,CCUG 27178 A,Proctitis,,,#Infection,#Inflammation,
bacdive,Neisseria,145479,Neisseria cinerea,CCUG 28662,"Human eye,newborn",Sweden,Europe,#Infection,#Patient,
bacdive,Neisseria,145479,,,,,,#Host Body-Site,#Organ,#Eye
bacdive,Neisseria,145479,,,,,,#Host,#Human,#Child
bacdive,Neisseria,154315,Neisseria cinerea,CCUG 53043 B,"Human eye,newborn",Sweden,Europe,#Infection,#Patient,
bacdive,Neisseria,154315,,,,,,#Host Body-Site,#Organ,#Eye
bacdive,Neisseria,154315,,,,,,#Host,#Human,#Child
bacdive,Neisseria,10491,Neisseria dentiae,"DSM 19151, ATCC 700276, CIP 106968, CCUG 53898","Cow,dental plaque of the domestic cow###dental plaque of cows",United Kingdom,Europe,#Host Body-Site,#Oral cavity and airways,#Tooth
